price;build_year;year;road_name;bon;bu;gungu;serial;gr_code;road_code;bgd;bgd_bon;bgd_bu;bgd_sigungu;bgd_emd;bgd_gibun;apt_name;month;day;serial2;size;gibun;area_code;floor;price_by_area;deal_ymd
162000;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;1;2;11710-281;151,9990;40;11710;27;3517;2019-01-02
151000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;1;3;11710-6028;84,8300;35;11710;10;5874;2019-01-03
170000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;1;5;11710-164;76,5000;27;11710;5;7333;2019-01-05
148500;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;1;7;11710-159;96,6500;101-1;11710;5;5070;2019-01-07
148500;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;1;7;11710-6346;84,8000;19;11710;2;5778;2019-01-07
165000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;1;7;11710-6249;84,9900;22;11710;19;6406;2019-01-07
187000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;1;7;11710-164;82,5100;27;11710;9;7479;2019-01-07
158000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;1;12;11710-6346;84,8000;19;11710;16;6148;2019-01-12
127500;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;1;14;11710-6346;59,9600;19;11710;1;7017;2019-01-14
160000;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;1;15;11710-281;151,9990;40;11710;8;3473;2019-01-15
230000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;1;15;11710-6249;124,2200;22;11710;31;6110;2019-01-15
173000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;1;15;11710-5957;116,1900;44;11710;5;4913;2019-01-15
160000;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;1;16;11710-281;122,9890;40;11710;32;4293;2019-01-16
150000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;1;16;11710-5957;84,8200;44;11710;16;5835;2019-01-16
185500;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;1;17;11710-164;82,5100;27;11710;5;7419;2019-01-17
132000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;1;17;11710-6346;59,9600;19;11710;14;7264;2019-01-17
186500;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;1;18;11710-164;82,5100;27;11710;8;7459;2019-01-18
158000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;1;18;11710-6346;84,8800;19;11710;6;6142;2019-01-18
175000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;1;18;11710-164;76,5000;27;11710;12;7549;2019-01-18
130000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;1;19;11710-6028;59,8800;35;11710;16;7164;2019-01-19
135000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;1;24;11710-6028;84,9700;35;11710;18;5243;2019-01-24
150000;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;1;25;11710-281;123,2910;40;11710;10;4014;2019-01-25
160000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;1;30;11710-6249;84,9900;22;11710;20;6212;2019-01-30
120000;2006;2019;올림픽로35길;00093;00000;11710;01;0;4169554; 신천동;0011;0008;11710;10200;1;더샵스타리버;1;4;11710-5899;142,1700;11-8;11710;8;2785;2019-01-04
152000;1979;2019;올림픽로35길;00104;00000;11710;01;0;4169554; 신천동;0011;0000;11710;10200;1;장미2;1;7;11710-177;99,0000;11;11710;2;5066;2019-01-07
164500;1979;2019;올림픽로35길;00104;00000;11710;01;0;4169554; 신천동;0007;0000;11710;10200;1;장미1;1;8;11710-170;99,0000;7;11710;6;5483;2019-01-08
165000;1979;2019;올림픽로35길;00104;00000;11710;01;0;4169554; 신천동;0011;0000;11710;10200;1;장미2;1;9;11710-177;120,0000;11;11710;4;4537;2019-01-09
139500;1979;2019;올림픽로35길;00104;00000;11710;01;0;4169554; 신천동;0007;0000;11710;10200;1;장미1;1;14;11710-170;82,4500;7;11710;7;5583;2019-01-14
184000;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;1;17;11710-6266;121,6300;17;11710;3;4992;2019-01-17
132000;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;1;24;11710-6266;84,9000;17;11710;4;5130;2019-01-24
59900;1995;2019;한가람로;00448;00000;11710;02;0;3123020; 풍납동;0506;0000;11710;10300;1;동아한가람1;1;10;11710-6;59,9800;506;11710;1;3295;2019-01-10
61000;1998;2019;한가람로;00478;00000;11710;02;0;3123020; 풍납동;0509;0000;11710;10300;1;씨티극동1;1;10;11710-13;59,9500;509;11710;6;3357;2019-01-10
67000;1987;2019;올림픽로45길;00011;00000;11710;01;0;4169436; 풍납동;0391;0000;11710;10300;1;극동;1;17;11710-3;59,9750;391;11710;12;3686;2019-01-17
77950;1995;2019;한가람로;00448;00000;11710;02;0;3123020; 풍납동;0506;0000;11710;10300;1;동아한가람1;1;26;11710-6;84,3800;506;11710;17;3048;2019-01-26
89300;1995;2019;올림픽로;00525;00000;11710;03;0;3123023; 풍납동;0413;0001;11710;10300;1;현대1;1;26;11710-18;83,0200;413-1;11710;18;3549;2019-01-26
89800;1984;2019;가락로;00192;00000;11710;01;0;3123001; 송파동;0151;0000;11710;10400;1;2차한양아파트;1;4;11710-31;64,2600;151;11710;2;4611;2019-01-04
70800;2004;2019;송파대로36길;00037;00000;11710;01;0;4169339; 송파동;0173;0012;11710;10400;1;홍익봄마을;1;11;11710-279;82,7000;173-12;11710;4;2825;2019-01-11
113000;2001;2019;오금로32길;00014;00000;11710;01;0;4169391; 송파동;0162;0000;11710;10400;1;송파삼성래미안아파트;1;12;11710-26;126,4000;162;11710;6;2950;2019-01-12
116000;1985;2019;오금로32길;00010;00000;11710;01;0;4169391; 송파동;0161;0000;11710;10400;1;미성맨션;1;28;11710-24;116,9400;161;11710;13;3273;2019-01-28
39000;2001;2019;백제고분로44길;00064;00000;11710;01;0;4169196; 송파동;0104;0000;11710;10400;1;힐스빌;1;31;11710-36;72,8800;104;11710;1;1765;2019-01-31
85000;1985;2019;문정로;00125;00000;11710;00;0;3123005; 가락동;0199;0000;11710;10700;1;프라자;1;2;11710-67;84,6700;199;11710;11;3312;2019-01-02
81000;1997;2019;송파대로32길;00015;00000;11710;01;0;4169335; 가락동;0095;0001;11710;10700;1;가락금호아파트;1;3;11710-49;59,9100;95-1;11710;16;4461;2019-01-03
90000;2004;2019;송파대로37길;00029;00000;11710;02;0;4169340; 가락동;0478;0000;11710;10700;1;송파동부쎈트레빌;1;3;11710-303;84,9800;478;11710;8;3494;2019-01-03
46500;2007;2019;동남로14길;00023;00009;11710;01;0;4169058; 가락동;0198;0007;11710;10700;1;에스디펠리체;1;24;11710-6102;76,7700;198-7;11710;2;1998;2019-01-24
71500;1997;2019;동남로;00193;00000;11710;01;0;3000034; 가락동;0140;0000;11710;10700;1;가락(1차)쌍용아파트;1;28;11710-59;59,9200;140;11710;17;3937;2019-01-28
178000;1988;2019;중대로;00024;00000;11710;02;0;3123016; 문정동;0150;0000;11710;10800;1;올림픽훼밀리타운;1;4;11710-89;192,2350;150;11710;3;3055;2019-01-04
36000;1989;2019;송이로31길;00056;00000;11710;01;0;4169313; 문정동;0145;0000;11710;10800;1;문정시영;1;5;11710-83;25,6500;145;11710;1;4631;2019-01-05
88000;1996;2019;새말로8길;00012;00000;11710;01;0;4169242; 문정동;0072;0003;11710;10800;1;건영1;1;10;11710-78;84,8100;72-3;11710;10;3424;2019-01-10
113000;2004;2019;문정로;00083;00000;11710;02;0;3123005; 문정동;0001;0000;11710;10800;1;문정래미안;1;17;11710-282;120,9700;1;11710;9;3082;2019-01-17
114000;2016;2019;송파대로;00111;00000;11710;06;NA;2005011; 문정동;0618;0000;11710;10800;1;파크하비오;1;17;11710-8245;84,9648;618;11710;16;4427;2019-01-17
135000;2016;2019;위례광장로;00230;00000;11710;01;0;3000238; 장지동;0884;0000;11710;10900;1;위례2차아이파크;1;11;11710-8107;108,1387;884;11710;23;4119;2019-01-11
72500;2013;2019;위례광장로;00163;00000;11710;01;0;3000238; 장지동;0879;0000;11710;10900;1;위례22단지(비발디);1;28;11710-7430;51,8200;879;11710;17;4616;2019-01-28
150000;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌1단지;1;4;11710-5714;100,8200;89;11710;3;4909;2019-01-04
118500;1985;2019;양재대로;01109;00000;11710;02;0;2000006; 방이동;0217;0000;11710;11100;1;대림;1;14;11710-94;125,0750;217;11710;14;3126;2019-01-14
69700;2004;2019;백제고분로50길;00029;00023;11710;01;0;4169202; 방이동;0173;0001;11710;11100;1;원진아뜨리에;1;15;11710-284;125,7500;173-1;11710;2;1829;2019-01-15
156500;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌3단지;1;24;11710-102;100,3100;89;11710;7;5148;2019-01-24
127500;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌2단지;1;26;11710-5715;83,0600;89;11710;4;5065;2019-01-26
141500;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌1단지;1;30;11710-5714;100,8200;89;11710;3;4631;2019-01-30
68850;1989;2019;문정로;00197;00000;11710;03;0;3123005; 오금동;0160;0000;11710;11200;1;삼성;1;5;11710-123;84,8700;160;11710;10;2677;2019-01-05
70500;1988;2019;오금로;00407;00000;11710;05;0;3123014; 오금동;0165;0000;11710;11200;1;상아2차아파트;1;12;11710-124;60,0000;165;11710;11;3877;2019-01-12
104000;1984;2019;오금로35길;00017;00000;11710;01;0;4169393; 오금동;0043;0000;11710;11200;1;현대(2-4차);1;12;11710-130;84,9800;43;11710;3;4038;2019-01-12
70000;2005;2019;양재대로72길;00042;00000;11710;01;0;4169373; 오금동;0029;0000;11710;11200;1;쌍용스윗닷홈1단지;1;14;11710-239;84,9400;29;11710;6;2719;2019-01-14
38300;2003;2019;성내천로6길;00009;00007;11710;01;0;4169296; 오금동;0069;0009;11710;11200;1;오금아르미안;1;16;11710-223;82,8800;69-9;11710;4;1524;2019-01-16
55900;1988;2019;오금로;00407;00000;11710;05;0;3123014; 오금동;0165;0000;11710;11200;1;상아2차아파트;1;19;11710-124;45,7700;165;11710;2;4030;2019-01-19
115000;1988;2019;위례성대로;00176;00000;11710;02;0;2123002; 오금동;0002;0000;11710;11200;1;대림;1;20;11710-122;125,7900;2;11710;5;3016;2019-01-20
69000;1999;2019;오금로56길;00016;00000;11710;01;0;4169410; 거여동;0356;0000;11710;11300;1;우방1;1;12;11710-142;114,7200;356;11710;15;1984;2019-01-12
60000;1992;2019;오금로54길;00010;00000;11710;01;0;4169409; 거여동;0362;0000;11710;11300;1;현대1차;1;14;11710-143;74,8300;362;11710;6;2645;2019-01-14
44800;1997;2019;양산로8길;00008;00000;11710;01;0;4169365; 거여동;0290;0000;11710;11300;1;거여1단지;1;15;11710-133;39,6000;290;11710;12;3733;2019-01-15
54500;1997;2019;양산로8길;00008;00000;11710;01;0;4169365; 거여동;0290;0000;11710;11300;1;거여1단지;1;24;11710-133;49,8000;290;11710;11;3611;2019-01-24
75000;2003;2019;오금로56길;00028;00000;11710;01;0;4169410; 거여동;0593;0000;11710;11300;1;금호어울림;1;26;11710-185;101,9800;593;11710;4;2426;2019-01-26
52000;1997;2019;양산로4길;00008;00000;11710;01;0;4169363; 거여동;0293;0000;11710;11300;1;거여4단지;1;28;11710-136;49,8000;293;11710;12;3445;2019-01-28
39000;2018;2019;마천로35길;00012;00000;11710;01;0;4169098; 마천동;0021;0000;11710;11400;1;송파건원여미지아파트;1;3;NA;51,7640;21;11710;9;2486;2019-01-03
48500;1992;2019;마천로35길;00018;00000;11710;01;0;4169098; 마천동;0009;0000;11710;11400;1;아남;1;6;11710-153;82,1300;9;11710;2;1948;2019-01-06
57000;2004;2019;성내천로29길;00028;00000;11710;01;0;4169260; 마천동;0068;0005;11710;11400;1;천마그랑밸리;1;15;11710-270;74,5400;68-5;11710;6;2523;2019-01-15
72000;2002;2019;성내천로;00245;00000;11710;03;0;3123010; 마천동;0575;0000;11710;11400;1;마천금호어울림1차아파트;1;17;11710-146;114,8100;575;11710;2;2069;2019-01-17
46000;2002;2019;성내천로;00211;00000;11710;03;0;3123010; 마천동;0576;0000;11710;11400;1;우방아파트;1;17;11710-156;55,3200;576;11710;18;2744;2019-01-17
59500;2002;2019;성내천로;00211;00000;11710;03;0;3123010; 마천동;0576;0000;11710;11400;1;우방아파트;1;17;11710-156;79,3100;576;11710;16;2475;2019-01-17
53000;2018;2019;마천로35길;00012;00000;11710;01;0;4169098; 마천동;0021;0000;11710;11400;1;송파건원여미지아파트;1;21;NA;51,7640;21;11710;12;3378;2019-01-21
42150;2018;2019;마천로35길;00012;00000;11710;01;0;4169098; 마천동;0021;0000;11710;11400;1;송파건원여미지아파트;1;25;NA;51,7610;21;11710;20;2687;2019-01-25
76500;2002;2019;성내천로;00245;00000;11710;03;0;3123010; 마천동;0575;0000;11710;11400;1;마천금호어울림1차아파트;1;26;11710-146;114,8100;575;11710;10;2198;2019-01-26
151000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;2;1;11710-6249;84,9900;22;11710;9;5863;2019-02-01
181000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;2;9;11710-164;82,6100;27;11710;5;7230;2019-02-09
151500;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;2;9;11710-6249;84,9900;22;11710;10;5882;2019-02-09
146900;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;2;9;11710-6028;84,8300;35;11710;27;5714;2019-02-09
128000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;2;9;11710-6028;59,8800;35;11710;17;7054;2019-02-09
209000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;2;11;11710-5957;135,8200;44;11710;21;5078;2019-02-11
166000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;2;11;11710-6249;84,9900;22;11710;19;6445;2019-02-11
167000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;2;12;11710-6346;84,8000;19;11710;16;6498;2019-02-12
152000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;2;14;11710-6346;84,8000;19;11710;5;5915;2019-02-14
164000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;2;15;11710-164;76,5000;27;11710;8;7074;2019-02-15
146000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;2;15;11710-6249;84,9900;22;11710;4;5668;2019-02-15
126000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;2;16;11710-6346;59,9600;19;11710;21;6934;2019-02-16
140000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;2;18;11710-159;96,6500;101-1;11710;5;4780;2019-02-18
146000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;2;19;11710-6028;84,8300;35;11710;17;5679;2019-02-19
153000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;2;21;11710-159;96,6500;101-1;11710;8;5224;2019-02-21
138000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;2;22;11710-6028;84,9700;35;11710;19;5359;2019-02-22
149000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;2;22;11710-6028;84,9500;35;11710;23;5788;2019-02-22
153000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;2;23;11710-6249;84,9900;22;11710;18;5940;2019-02-23
169800;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;2;25;11710-164;81,7500;27;11710;1;6854;2019-02-25
153000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;2;27;11710-6346;84,8000;19;11710;18;5954;2019-02-27
167000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;2;28;11710-164;76,5000;27;11710;8;7203;2019-02-28
126000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;2;28;11710-6346;59,9600;19;11710;2;6934;2019-02-28
156000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;2;28;11710-6249;84,9900;22;11710;2;6057;2019-02-28
165500;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;2;28;11710-281;150,6890;40;11710;22;3624;2019-02-28
165500;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;2;28;11710-164;76,5000;27;11710;10;7139;2019-02-28
131000;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;7;11710-6266;84,9000;17;11710;21;5091;2019-02-07
116250;1979;2019;올림픽로35길;00104;00000;11710;01;0;4169554; 신천동;0007;0000;11710;10200;1;장미1;2;14;11710-170;71,2000;7;11710;8;5387;2019-02-14
136000;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;18;11710-6266;84,7900;17;11710;8;5293;2019-02-18
135000;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;19;11710-6266;84,9000;17;11710;20;5247;2019-02-19
81200;1988;2019;올림픽로35가길;00011;00000;11710;01;0;4169551; 신천동;0011;0009;11710;10200;1;한신코아;2;22;11710-175;64,0800;11-9;11710;12;4181;2019-02-22
111500;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;26;11710-6266;59,9500;17;11710;15;6137;2019-02-26
133700;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;26;11710-6266;84,9000;17;11710;28;5196;2019-02-26
137500;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;26;11710-6266;84,7900;17;11710;24;5351;2019-02-26
131700;2008;2019;올림픽로;00435;00000;11710;02;0;3123023; 신천동;0017;0000;11710;10200;1;파크리오;2;27;11710-6266;84,9000;17;11710;31;5119;2019-02-27
57000;1991;2019;한가람로;00402;00000;11710;02;0;3123020; 풍납동;0299;0001;11710;10300;1;강변현대;2;2;11710-2;83,1900;299-1;11710;1;2261;2019-02-02
60000;2000;2019;한가람로;00468;00000;11710;02;0;3123020; 풍납동;0510;0000;11710;10300;1;신성노바빌아파트;2;10;11710-10;59,7800;510;11710;18;3312;2019-02-10
90000;1995;2019;토성로;00038;00006;11710;01;0;3123019; 풍납동;0508;0000;11710;10300;1;한강극동;2;11;11710-17;114,7600;508;11710;6;2588;2019-02-11
59800;2000;2019;한가람로;00468;00000;11710;02;0;3123020; 풍납동;0510;0000;11710;10300;1;신성노바빌아파트;2;18;11710-10;59,7800;510;11710;12;3301;2019-02-18
78500;1987;2019;올림픽로45길;00011;00000;11710;01;0;4169436; 풍납동;0391;0000;11710;10300;1;극동;2;19;11710-3;79,9450;391;11710;9;3240;2019-02-19
85000;1995;2019;올림픽로;00525;00000;11710;03;0;3123023; 풍납동;0413;0001;11710;10300;1;현대1;2;21;11710-18;83,0200;413-1;11710;2;3378;2019-02-21
100000;2001;2019;오금로32길;00014;00000;11710;01;0;4169391; 송파동;0162;0000;11710;10400;1;송파삼성래미안아파트;2;1;11710-26;105,9900;162;11710;10;3113;2019-02-01
130000;1983;2019;가락로;00187;00000;11710;01;0;3123001; 송파동;0119;0000;11710;10400;1;한양아파트;2;11;11710-30;158,6100;119;11710;12;2704;2019-02-11
127000;2003;2019;석촌호수로;00278;00000;11710;02;0;3123009; 송파동;0031;0000;11710;10400;1;여흥레이크빌;2;14;11710-220;167,7300;31;11710;5;2498;2019-02-14
59800;2019;2019;오금로32길;00035;00000;11710;01;0;4169391; 송파동;0167;0001;11710;10400;1;한영해시안;2;25;NA;63,8100;167-1;11710;9;3092;2019-02-25
29750;2015;2019;석촌호수로;00210;00000;11710;01;0;3123009; 석촌동;0024;0003;11710;10500;1;석촌호수효성해링턴타워;2;8;11710-7855;15,8307;24-3;11710;13;6201;2019-02-08
65000;2002;2019;삼학사로8길;00013;00000;11710;01;0;4169230; 석촌동;0216;0004;11710;10500;1;석촌;2;27;11710-231;148,4400;216-4;11710;4;1445;2019-02-27
41500;2002;2019;문정로13길;00007;00000;11710;01;0;4169133; 가락동;0183;0000;11710;10700;1;동구햇살;2;1;11710-432;69,4000;183;11710;4;1973;2019-02-01
87500;1997;2019;송파대로32길;00015;00000;11710;01;0;4169335; 가락동;0095;0001;11710;10700;1;가락금호아파트;2;3;11710-49;85,0000;95-1;11710;12;3397;2019-02-03
19800;2004;2019;송파대로30길;00016;00000;11710;01;0;4169334; 가락동;0098;0000;11710;10700;1;두산위브;2;9;11710-300;31,0000;98;11710;9;2107;2019-02-09
82000;2005;2019;송이로21길;00023;00000;11710;01;0;4169305; 가락동;0053;0000;11710;10700;1;가락3차쌍용스윗닷홈 101동, 102동;2;12;11710-298;84,9900;53;11710;5;3183;2019-02-12
69000;1997;2019;동남로;00193;00000;11710;01;0;3000034; 가락동;0140;0000;11710;10700;1;가락(1차)쌍용아파트;2;18;11710-59;59,9200;140;11710;19;3800;2019-02-18
68000;1997;2019;동남로;00193;00000;11710;01;0;3000034; 가락동;0140;0000;11710;10700;1;가락(1차)쌍용아파트;2;21;11710-59;59,9200;140;11710;6;3744;2019-02-21
69000;1997;2019;동남로;00193;00000;11710;01;0;3000034; 가락동;0140;0000;11710;10700;1;가락(1차)쌍용아파트;2;22;11710-59;59,9200;140;11710;7;3800;2019-02-22
81000;1997;2019;동남로;00193;00000;11710;01;0;3000034; 가락동;0140;0000;11710;10700;1;가락(1차)쌍용아파트;2;23;11710-59;84,6900;140;11710;6;3156;2019-02-23
81500;1985;2019;문정로;00125;00000;11710;00;0;3123005; 가락동;0199;0000;11710;10700;1;프라자;2;23;11710-67;84,6700;199;11710;3;3176;2019-02-23
117500;2001;2019;송파대로32길;00033;00000;11710;01;0;4169335; 가락동;0095;0000;11710;10700;1;동부센트레빌;2;25;11710-51;143,0200;95;11710;11;2711;2019-02-25
56800;2000;2019;중대로12길;00035;00000;11710;01;0;4169461; 가락동;0120;0004;11710;10700;1;가락우성2;2;28;11710-44;59,9900;120-4;11710;3;3124;2019-02-28
118000;2016;2019;송파대로;00111;00000;11710;06;NA;2005011; 문정동;0618;0000;11710;10800;1;파크하비오;2;7;11710-8245;84,9072;618;11710;13;4586;2019-02-07
90000;1984;2019;동남로;00160;00000;11710;02;0;3000034; 문정동;0003;0000;11710;10800;1;현대1;2;18;11710-87;84,9800;3;11710;12;3494;2019-02-18
47300;1989;2019;송이로31길;00056;00000;11710;01;0;4169313; 문정동;0145;0000;11710;10800;1;문정시영;2;23;11710-83;39,6900;145;11710;8;3932;2019-02-23
112200;1988;2019;중대로;00024;00000;11710;02;0;3123016; 문정동;0150;0000;11710;10800;1;올림픽훼밀리타운;2;25;11710-89;84,7050;150;11710;5;4371;2019-02-25
83200;2008;2019;충민로6길;00014;00000;11710;01;0;4169488; 장지동;0847;0000;11710;10900;1;송파파인타운6단지;2;13;11710-6309;84,9800;847;11710;10;3230;2019-02-13
120000;2016;2019;위례광장로;00230;00000;11710;01;0;3000238; 장지동;0884;0000;11710;10900;1;위례2차아이파크;2;14;11710-8107;90,8877;884;11710;25;4357;2019-02-14
129000;2016;2019;위례광장로;00230;00000;11710;01;0;3000238; 장지동;0884;0000;11710;10900;1;위례2차아이파크;2;16;11710-8107;115,6488;884;11710;24;3680;2019-02-16
115000;2016;2019;위례광장로;00120;00000;11710;00;0;3000238; 장지동;0897;0000;11710;10900;1;위례중앙푸르지오1단지;2;18;11710-8307;84,7362;897;11710;7;4478;2019-02-18
67000;2013;2019;위례광장로;00163;00000;11710;01;0;3000238; 장지동;0879;0000;11710;10900;1;위례22단지(비발디);2;22;11710-7430;51,8200;879;11710;21;4266;2019-02-22
135000;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌3단지;2;12;11710-102;83,0600;89;11710;14;5363;2019-02-12
148000;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌3단지;2;14;11710-102;100,3100;89;11710;3;4868;2019-02-14
130000;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌2단지;2;14;11710-5715;83,0600;89;11710;9;5164;2019-02-14
148000;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌2단지;2;16;11710-5715;100,3100;89;11710;8;4868;2019-02-16
157000;1988;2019;양재대로;01218;00000;11710;02;0;2000006; 방이동;0089;0000;11710;11100;1;올림픽선수기자촌2단지;2;16;11710-5715;100,8200;89;11710;7;5138;2019-02-16
125000;2004;2019;위례성대로;00046;00000;11710;01;0;2123002; 방이동;0177;0002;11710;11100;1;리치빌(177-2);2;17;11710-261;175,5800;177-2;11710;9;2349;2019-02-17
92000;2004;2019;위례성대로12길;00031;00009;11710;01;0;4169448; 방이동;0197;0004;11710;11100;1;현대홈타운스위트101;2;18;11710-288;148,6800;197-4;11710;2;2041;2019-02-18
